0.0, 0.0 
0.05, 0.04997916927067833 
0.1, 0.09983341664682815 
0.15, 0.14943813247359922 
0.2, 0.19866933079506122 
0.25, 0.24740395925452294 
0.3, 0.29552020666133955 
0.35, 0.34289780745545134 
0.4, 0.3894183423086505 
0.45, 0.43496553411123023 
0.5, 0.479425538604203 
0.55, 0.5226872289306592 
0.6, 0.5646424733950354 
0.65, 0.6051864057360395 
0.7, 0.644217687237691 
0.75, 0.6816387600233341 
0.8, 0.7173560908995228 
0.85, 0.7512804051402927 
0.9, 0.7833269096274834 
0.95, 0.8134155047893737 
1.0, 0.8414709848078965 
1.05, 0.867423225594017 
1.1, 0.8912073600614354 
1.15, 0.912763940260521 
1.2, 0.9320390859672263 
1.25, 0.9489846193555862 
1.3, 0.963558185417193 
1.35, 0.9757233578266591 
1.4, 0.9854497299884601 
1.45, 0.9927129910375885 
1.5, 0.9974949866040544 
1.55, 0.999783764189357 
1.6, 0.9995736030415051 
1.65, 0.9968650284539189 
1.7, 0.9916648104524686 
1.75, 0.9839859468739369 
1.8, 0.9738476308781951 
1.85, 0.9612752029752999 
1.9, 0.9463000876874145 
1.95, 0.9289597150038693 
2.0, 0.9092974268256817 
2.05, 0.8873623686333755 
2.1, 0.8632093666488737 
2.15, 0.8368987907984978 
2.2, 0.8084964038195901 
2.25, 0.7780731968879212 
2.3, 0.7457052121767204 
2.35, 0.7114733527908443 
2.4, 0.6754631805511511 
2.45, 0.6377647021345036 
2.5, 0.5984721441039564 
2.55, 0.557683717391417 
2.6, 0.5155013718214642 
2.65, 0.47203054128988264 
2.7, 0.4273798802338298 
2.75, 0.3816609920523317 
2.8, 0.3349881501559051 
2.85, 0.2874780123425444 
2.9, 0.23924932921398243 
2.95, 0.19042264736102704 
3.0, 0.1411200080598672 
3.05, 0.0914646422324372 
3.1, 0.04158066243329049 
3.15, -0.008407247367148618 
3.2, -0.058374143427580086 
3.25, -0.10819513453010837 
3.3, -0.1577456941432482 
3.35, -0.20690197167339977 
3.4, -0.2555411020268312 
3.45, -0.30354151270842933 
3.5, -0.35078322768961984 
3.55, -0.3971481672859598 
3.6, -0.44252044329485246 
3.65, -0.4867866486556994 
3.7, -0.5298361409084934 
3.75, -0.5715613187423437 
3.8, -0.6118578909427189 
3.85, -0.6506251370651673 
3.9, -0.6877661591839738 
3.95, -0.7231881240865121 
4.0, -0.7568024953079283 
4.05, -0.788525254426195 
4.1, -0.8182771110644103 
4.15, -0.8459837010754465 
4.2, -0.8715757724135882 
4.25, -0.8949893582285835 
4.3, -0.9161659367494549 
4.35, -0.9350525775584491 
4.4, -0.9516020738895161 
4.45, -0.9657730606206388 
4.5, -0.977530117665097 
4.55, -0.9868438585032365 
4.6, -0.9936910036334644 
4.65, -0.9980544387588794 
4.7, -0.9999232575641008 
4.75, -0.999292788975378 
4.8, -0.9961646088358407 
4.85, -0.9905465359667133 
4.9, -0.9824526126243325 
4.95, -0.9719030694018208 
5.0, -0.9589242746631385 
5.05, -0.9435486686359066 
5.1, -0.9258146823277325 
5.15, -0.9057666414687044 
5.2, -0.8834546557201531 
5.25, -0.858934493426592 
5.3, -0.8322674422239013 
5.35, -0.8035201558521557 
5.4, -0.7727644875559871 
5.45, -0.7400773104888944 
5.5, -0.7055403255703919 
5.55, -0.669239857276262 
5.6, -0.6312666378723216 
5.65, -0.5917155806310094 
5.7, -0.5506855425976376 
5.75, -0.5082790774992584 
5.8, -0.46460217941375737 
5.85, -0.41976401783985967 
5.9, -0.373876664830236 
5.95, -0.32705481486974064 
6.0, -0.27941549819892586 
6.05, -0.23107778829939224 
6.1, -0.18216250427209588 
6.15, -0.13279190885251674 
6.2, -0.0830894028174964 
6.25, -0.03317921654755682 
6.3, 0.016813900484349713 
